variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
incremental_cost_0to1y,own,-7621330.9,-6421691,6477646.5,-19479548.7,-700826.4,ZAF,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,1377.1,893.8,1768.3,-169.7,3281.6,ZAF,KEN,monocl_Ab
net_cost/DALY_averted,own,-512.9,-388.4,555.2,-1475,-53.8,ZAF,KEN,monocl_Ab
rsv_cases,mcmarcel,276152.3,276154,39.4,276086,276201,ZAF,KEN,monocl_Ab
rsv_cases,own,278777.3,278791,348.4,278180.9,279202,ZAF,KEN,monocl_Ab
rsv_deaths,mcmarcel,535.3,419,418.8,130,1058,ZAF,KEN,monocl_Ab
rsv_deaths,own,732.5,573.5,568.7,174,1440.4,ZAF,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,66.9,50,56.5,14,134,ZAF,KEN,monocl_Ab
rsv_deaths_averted,own,304,235,244.6,68,598.1,ZAF,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,15296.9,11721.5,12153.2,3724.7,29948.2,ZAF,KEN,monocl_Ab
total_DALY_0to1y,own,37262.6,29034.5,29129.3,8887.7,73402.5,ZAF,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4247.8,3182,3551.7,940,8465.4,ZAF,KEN,monocl_Ab
total_DALY_0to1y_averted,own,19219.8,14927.5,15339.3,4438.9,37697.5,ZAF,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,15684977.8,14230307,7760633.1,6346648.5,25502129,ZAF,KEN,monocl_Ab
total_medical_cost_0to1y,own,30419386.7,27825477,14006226.2,12942305,48081437.2,ZAF,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,3822089.8,3403221,2054940.1,1420498.8,6362754.3,ZAF,KEN,monocl_Ab
total_medical_cost_averted,own,14068460,12868820,6477646.5,5985600.2,22236864.4,ZAF,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,2700651.3,1966966,2478074.5,447390,5570438,SDN,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,5246885.5,3867819,4691203.9,941184.2,10862676.8,SDN,KEN,monocl_Ab
hosp_cases,mcmarcel,29364.1,24480,19451.7,8296,54219.2,SDN,KEN,monocl_Ab
hosp_cases,own,29817.2,24872,19750.1,8431,55058.5,SDN,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,2656.5,2129.5,1935.6,664,5098,SDN,KEN,monocl_Ab
hosp_cases_averted,own,9787.2,8164,6482.8,2767,18072.8,SDN,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,5841354.2,6161125,1197772.2,3613850.6,6927976.6,SDN,KEN,monocl_Ab
incremental_cost_0to1y,own,1586855.8,2635433.5,4152808.8,-5986113.1,5394477,SDN,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,1981.5,1422.2,1913.3,314.5,4089.3,SDN,KEN,monocl_Ab
net_cost/DALY_averted,own,154.4,115.9,417.6,-267.3,541.5,SDN,KEN,monocl_Ab
rsv_cases,mcmarcel,333710,333712,77.1,333581,333806,SDN,KEN,monocl_Ab
rsv_cases,own,338864.9,338886,750.5,337601,339789.1,SDN,KEN,monocl_Ab
rsv_deaths,mcmarcel,647.3,517.5,488.8,153,1259.1,SDN,KEN,monocl_Ab
rsv_deaths,own,893,712.5,676.2,214,1745.2,SDN,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,82.5,63,68.7,18,162,SDN,KEN,monocl_Ab
rsv_deaths_averted,own,376.3,296,298.2,86,747.1,SDN,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,19256.8,15070,15004.8,4557.7,37193.9,SDN,KEN,monocl_Ab
total_DALY_0to1y,own,46971.4,37267,35994,11359.3,92143.7,SDN,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,5404.6,4114,4460.3,1195,10544.1,SDN,KEN,monocl_Ab
total_DALY_0to1y_averted,own,24492.9,19289.5,19251.9,5744.7,48376.8,SDN,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,6389495.1,5184326,4654470.7,1618304.1,12084406,SDN,KEN,monocl_Ab
total_medical_cost_0to1y,own,12450836.9,10211755.5,8867704.3,3281015.1,23246817.4,SDN,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,1576316.7,1256546,1197772.2,382133.8,3013135.8,SDN,KEN,monocl_Ab
total_medical_cost_averted,own,5830815.2,4782237.5,4152808.8,1536522.6,10886649,SDN,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,124961.5,91484.5,110840.7,23312.1,261012.6,TGO,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,242995.2,181700.5,208038.2,47036.1,504432,TGO,KEN,monocl_Ab
hosp_cases,mcmarcel,5786.9,4824,3833.4,1635,10685.4,TGO,KEN,monocl_Ab
hosp_cases,own,5889,4911,3900.7,1665,10871.1,TGO,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,432.4,347,315,108,830.1,TGO,KEN,monocl_Ab
hosp_cases_averted,own,1594.2,1329.5,1056,451,2943,TGO,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,1115464.8,1130161,55406.6,1014089.1,1164025.9,TGO,KEN,monocl_Ab
incremental_cost_0to1y,own,921812,966602,187321.5,588425.4,1093656.9,TGO,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2385.1,1777,2130.3,506.6,4716.3,TGO,KEN,monocl_Ab
net_cost/DALY_averted,own,424.2,316.7,374,78.4,864.7,TGO,KEN,monocl_Ab
rsv_cases,mcmarcel,65765.9,65766,16.4,65738,65786,TGO,KEN,monocl_Ab
rsv_cases,own,66927.6,66932,170.1,66642,67137,TGO,KEN,monocl_Ab
rsv_deaths,mcmarcel,127.6,102,96.4,30,248,TGO,KEN,monocl_Ab
rsv_deaths,own,176.5,141,133.7,42,345,TGO,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,13.4,10,11.2,3,26,TGO,KEN,monocl_Ab
rsv_deaths_averted,own,61.3,48,48.6,14,122,TGO,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,3580.4,2803,2787.6,849,6911.5,TGO,KEN,monocl_Ab
total_DALY_0to1y,own,8734.5,6930,6689.4,2115,17128.7,TGO,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,827,630,682,183,1613.3,TGO,KEN,monocl_Ab
total_DALY_0to1y_averted,own,3748.2,2952,2944.6,881,7402.1,TGO,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,354005.5,286310,260532.8,93601.4,651213.6,TGO,KEN,monocl_Ab
total_medical_cost_0to1y,own,688877.6,572749.5,485675.7,189230.5,1255768.8,TGO,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,72042.2,57346,55406.6,17728.2,134964.9,TGO,KEN,monocl_Ab
total_medical_cost_averted,own,265695,220905,187321.5,72984.5,484341.3,TGO,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1010259,730503.5,962637.5,167828.2,2065940.5,UGA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,1962976,1447732,1809238.8,338896.5,3963985.8,UGA,KEN,monocl_Ab
hosp_cases,mcmarcel,40234.7,33545.5,26652.5,11367.8,74311.8,UGA,KEN,monocl_Ab
hosp_cases,own,40995.8,34178,27154,11594.7,75684,UGA,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,3584.4,2874,2610.8,897,6880.5,UGA,KEN,monocl_Ab
hosp_cases_averted,own,13224.7,11025.5,8759.5,3739.9,24414.3,UGA,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,8878378.8,9068502.5,722672.2,7547251.3,9502329.9,UGA,KEN,monocl_Ab
incremental_cost_0to1y,own,6447898.3,7058979.5,2464442.9,1673943.6,8672979.8,UGA,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2287.7,1705.9,2051.4,469.3,4516.1,UGA,KEN,monocl_Ab
net_cost/DALY_averted,own,357.1,262.6,342.5,35.6,777.3,UGA,KEN,monocl_Ab
rsv_cases,mcmarcel,457250.7,457255,169.9,456966,457461,UGA,KEN,monocl_Ab
rsv_cases,own,465909.3,465945,1296.3,463725,467507,UGA,KEN,monocl_Ab
rsv_deaths,mcmarcel,887.5,709,670.1,210,1725.3,UGA,KEN,monocl_Ab
rsv_deaths,own,1229.3,980,931,294,2403.1,UGA,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,111.4,84,92.7,24,219,UGA,KEN,monocl_Ab
rsv_deaths_averted,own,508.7,399,403.1,116,1010.1,UGA,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,25015.6,19585,19474.8,5935.5,48284.1,UGA,KEN,monocl_Ab
total_DALY_0to1y,own,61028.3,48430.5,46739.7,14775.8,119673.6,UGA,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,6875.3,5234.5,5668.9,1523,13416.2,UGA,KEN,monocl_Ab
total_DALY_0to1y_averted,own,31161.1,24545,24480.5,7320.5,61530.9,UGA,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,3712574,2970431,2834897.3,888212.3,7000045.7,UGA,KEN,monocl_Ab
total_medical_cost_0to1y,own,7252378.7,5921678.5,5366610.6,1854811.7,13418300.3,UGA,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,899940.6,709817.5,722672.2,204573.8,1736597.1,UGA,KEN,monocl_Ab
total_medical_cost_averted,own,3330421.1,2719340,2464442.9,851762.6,6161921.5,UGA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1302571,948606.5,1207703.5,218519.5,2646626.6,TZA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,2522646.6,1867055.5,2234712.9,447335.2,5148212.4,TZA,KEN,monocl_Ab
hosp_cases,mcmarcel,49121.2,40951,32539.4,13877.9,90696.4,TZA,KEN,monocl_Ab
hosp_cases,own,49758.5,41502.5,32959.3,14074.6,91912.1,TZA,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,4564.4,3659.5,3326.6,1140.9,8757.3,TZA,KEN,monocl_Ab
hosp_cases_averted,own,16803.8,14016,11130.6,4752.9,31038.8,TZA,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,12041342.5,12175992.5,514356,11070029.4,12501240.5,TZA,KEN,monocl_Ab
incremental_cost_0to1y,own,10202959.7,10611942.5,1693381.2,7014556.9,11789242.1,TZA,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2236,1666,2006.1,466.4,4440,TZA,KEN,monocl_Ab
net_cost/DALY_averted,own,410.6,301.1,361.2,74.3,825,TZA,KEN,monocl_Ab
rsv_cases,mcmarcel,558241,558244,121,558038,558390,TZA,KEN,monocl_Ab
rsv_cases,own,565490.4,565527,1024,563750.8,566747.4,TZA,KEN,monocl_Ab
rsv_deaths,mcmarcel,1082.3,865,817.3,255,2107,TZA,KEN,monocl_Ab
rsv_deaths,own,1488.9,1188,1127.3,356,2912,TZA,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,141.8,107.5,118.1,30,278,TZA,KEN,monocl_Ab
rsv_deaths_averted,own,646.1,507.5,512,148,1283,TZA,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,33029.8,25838.5,25749.1,7806.7,63825.4,TZA,KEN,monocl_Ab
total_DALY_0to1y,own,80558.5,63941,61748.1,19472.4,158072.7,TZA,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,9559.4,7276.5,7893.2,2109.9,18644.1,TZA,KEN,monocl_Ab
total_DALY_0to1y_averted,own,43318.4,34111.5,34057.6,10148.7,85580.8,TZA,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2699834.6,2228069,1899959.8,739980.8,5055297.2,TZA,KEN,monocl_Ab
total_medical_cost_0to1y,own,5235227.5,4387729,3509041.8,1498199.5,9599591.2,TZA,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,688015,553364.5,514356,176552.9,1300012.3,TZA,KEN,monocl_Ab
total_medical_cost_averted,own,2526397.9,2117415,1693381.2,722995.3,4632537.5,TZA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1293672.9,844295,1522723.4,187066.9,2732573.8,ZMB,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,2510118.7,1654622,2812920.1,377615.5,5286406.8,ZMB,KEN,monocl_Ab
hosp_cases,mcmarcel,14784.9,12326.5,9793.9,4176.9,27305.7,ZMB,KEN,monocl_Ab
hosp_cases,own,15008.4,12519,9941.2,4244,27713.1,ZMB,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,1378.6,1105,1004.5,345,2645.5,ZMB,KEN,monocl_Ab
hosp_cases_averted,own,5079.5,4237,3364.5,1436,9379.4,ZMB,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2946435.2,3093677.5,575115.4,1882027.7,3458834.5,ZMB,KEN,monocl_Ab
incremental_cost_0to1y,own,699373.6,1174984,1902464.5,-2863017.5,2449644.9,ZMB,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,1991.9,1441.4,1927.6,328.2,4089.9,ZMB,KEN,monocl_Ab
net_cost/DALY_averted,own,141.8,101.1,330.7,-251.7,482.1,ZMB,KEN,monocl_Ab
rsv_cases,mcmarcel,168023.8,168025,59.1,167925,168097,ZMB,KEN,monocl_Ab
rsv_cases,own,170567.1,170579,382.2,169920,171038,ZMB,KEN,monocl_Ab
rsv_deaths,mcmarcel,325.9,260.5,246.1,77,634,ZMB,KEN,monocl_Ab
rsv_deaths,own,449.4,359,340.3,108,878.1,ZMB,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,42.8,32,35.7,9,84,ZMB,KEN,monocl_Ab
rsv_deaths_averted,own,195.3,153,154.8,45,388,ZMB,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,9385.5,7345.5,7310.6,2223.8,18125.4,ZMB,KEN,monocl_Ab
total_DALY_0to1y,own,22894.5,18163.5,17539,5540.8,44907.4,ZMB,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2716.6,2068.5,2241.3,601,5299.1,ZMB,KEN,monocl_Ab
total_DALY_0to1y_averted,own,12311.5,9696,9674.6,2889.8,24313.4,ZMB,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,3279403.8,2766153,2116075.6,1101207.6,5818896,ZMB,KEN,monocl_Ab
total_medical_cost_0to1y,own,6384487.6,5399716.5,3939132.3,2268307.1,11161693.2,ZMB,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,836424.8,689182.5,575115.4,258774.4,1494472.2,ZMB,KEN,monocl_Ab
total_medical_cost_averted,own,3083486.4,2607876,1902464.5,1095513.5,5390711,ZMB,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,326572.3,236789,301195.6,55110.3,691723,ZWE,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,635368.2,464124.5,576341.2,113070.5,1310066.7,ZWE,KEN,monocl_Ab
hosp_cases,mcmarcel,10923.2,9106.5,7235.9,3086,20167.8,ZWE,KEN,monocl_Ab
hosp_cases,own,11077.5,9239.5,7337.5,3133,20459.9,ZWE,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,975.8,782.5,711.2,244,1872.4,ZWE,KEN,monocl_Ab
hosp_cases_averted,own,3594.1,2997.5,2380.7,1017,6638.6,ZWE,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2735387.7,2780105.5,170449.5,2407963.1,2888613.5,ZWE,KEN,monocl_Ab
incremental_cost_0to1y,own,2134392,2273300,574963.2,1065282.1,2670981.1,ZWE,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2575.4,1919.1,2316,538.8,5106.3,ZWE,KEN,monocl_Ab
net_cost/DALY_averted,own,435.3,323.3,400.1,69.2,917.4,ZWE,KEN,monocl_Ab
rsv_cases,mcmarcel,124137.4,124138,24.7,124096,124168,ZWE,KEN,monocl_Ab
rsv_cases,own,125892.4,125901,244.6,125477,126193.1,ZWE,KEN,monocl_Ab
rsv_deaths,mcmarcel,240.7,192,181.8,57,468.1,ZWE,KEN,monocl_Ab
rsv_deaths,own,331.6,265,251.1,79,649,ZWE,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,30.3,23,25.3,7,59,ZWE,KEN,monocl_Ab
rsv_deaths_averted,own,138.2,109,109.5,32,274,ZWE,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,6785,5309,5284.6,1608,13105.9,ZWE,KEN,monocl_Ab
total_DALY_0to1y,own,16550.6,13137,12677,4008.7,32462.3,ZWE,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1884.6,1435,1554.9,417,3674.8,ZWE,KEN,monocl_Ab
total_DALY_0to1y_averted,own,8540.7,6727,6710.4,2004.9,16866.4,ZWE,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,916657.1,745216,663274.6,237171.4,1736316,ZWE,KEN,monocl_Ab
total_medical_cost_0to1y,own,1780971.5,1481142.5,1241040.1,488557,3331201,ZWE,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,224113,179395.5,170449.5,54174.8,431868.2,ZWE,KEN,monocl_Ab
total_medical_cost_averted,own,825108.7,686200.5,574963.2,226344.1,1543316.2,ZWE,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,860098.9,633277.5,776185.7,148666.1,1780890.9,SSD,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,1679034.9,1253440,1458476.5,302912.3,3500760.4,SSD,KEN,monocl_Ab
hosp_cases,mcmarcel,9303.7,7758,6163,2628.9,17188.8,SSD,KEN,monocl_Ab
hosp_cases,own,9517.6,7929.5,6303.9,2692.9,17576.9,SSD,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,461.5,370,336,116,886,SSD,KEN,monocl_Ab
hosp_cases_averted,own,1705.1,1420.5,1129.4,482,3149.1,SSD,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,1051535.6,1108428.5,209019.5,657352.3,1238718.8,SSD,KEN,monocl_Ab
incremental_cost_0to1y,own,322394.4,501206.5,706243,-994266,976367.5,SSD,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2224.7,1623.3,2130.7,359.6,4620.6,SSD,KEN,monocl_Ab
net_cost/DALY_averted,own,182.2,135.4,439.8,-267,614.7,SSD,KEN,monocl_Ab
rsv_cases,mcmarcel,105732.8,105734,55.6,105639.9,105802,SSD,KEN,monocl_Ab
rsv_cases,own,108166.8,108177,383.5,107523.9,108640,SSD,KEN,monocl_Ab
rsv_deaths,mcmarcel,205.4,164,155.1,49,399.1,SSD,KEN,monocl_Ab
rsv_deaths,own,285.8,228,216.5,68,559,SSD,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,14.3,11,11.9,3,28,SSD,KEN,monocl_Ab
rsv_deaths_averted,own,65.6,51.5,52,15,130,SSD,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,5667.2,4440,4409.1,1345.9,10931.4,SSD,KEN,monocl_Ab
total_DALY_0to1y,own,13827.9,10972,10587.2,3350.8,27105.9,SSD,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,861.7,656,710,191,1681.1,SSD,KEN,monocl_Ab
total_DALY_0to1y_averted,own,3905.9,3076.5,3067.7,917.9,7713.2,SSD,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2011854.3,1624104,1476491.8,512508.6,3818578.7,SSD,KEN,monocl_Ab
total_medical_cost_0to1y,own,3930178.8,3227233,2776380.9,1040314.8,7352143.4,SSD,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,270599.6,213706.5,209019.5,64023,518400,SSD,KEN,monocl_Ab
total_medical_cost_averted,own,999740.9,820929,706243,264630.5,1870204.2,SSD,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,5893819.4,4322629.5,5433493.7,1062616.3,11993227,AGO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,13561425.7,10167133.5,12097223.3,2502611.9,27429858,AGO,ZAF,monocl_Ab
hosp_cases,mcmarcel,25059.9,20893,16600.3,7080.9,46281.7,AGO,ZAF,monocl_Ab
hosp_cases,own,25781.8,21488.5,17076.6,7292.8,47602.3,AGO,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1382.5,1109,1006.9,346,2654.1,AGO,ZAF,monocl_Ab
hosp_cases_averted,own,6613.9,5512.5,4380.8,1871,12211.4,AGO,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,1925390.3,2376215,1695749.8,-1147776.8,3431914.8,AGO,ZAF,monocl_Ab
incremental_cost_0to1y,own,-6376247.5,-4543759,7384410.7,-19953464.7,512994,AGO,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,1483.7,982.1,2034.9,-329.6,3645.5,AGO,ZAF,monocl_Ab
net_cost/DALY_averted,own,-539.7,-297.8,953.4,-2035.2,51.9,AGO,ZAF,monocl_Ab
rsv_cases,mcmarcel,284794.8,284797,96,284634,284914,AGO,ZAF,monocl_Ab
rsv_cases,own,293005.2,293029,895.5,291499,294109.1,AGO,ZAF,monocl_Ab
rsv_deaths,mcmarcel,553,442,417.5,131,1075.2,AGO,ZAF,monocl_Ab
rsv_deaths,own,849.9,674,653.8,201,1673.1,AGO,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,43,33,35.8,9,84,AGO,ZAF,monocl_Ab
rsv_deaths_averted,own,257.8,201.5,205.3,59,514.1,AGO,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,16042.4,12562.5,12491,3803.7,30962.6,AGO,ZAF,monocl_Ab
total_DALY_0to1y,own,47887.3,37839,37035.2,11423,94238.2,AGO,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2720.3,2071,2243.2,602,5311,AGO,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,16181.8,12689.5,12775.3,3778,32131.6,AGO,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,14641281.9,11876092.5,10745222.3,3643780.2,27636349.3,AGO,ZAF,monocl_Ab
total_medical_cost_0to1y,own,33689168.1,27806961,23703638.1,8928097.5,62071652.8,AGO,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,2193571.9,1742747,1695749.8,512081.8,4182518.4,AGO,ZAF,monocl_Ab
total_medical_cost_averted,own,10495209.7,8662722,7384410.7,2781376.1,19337224.5,AGO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,298355.7,220755,272048.5,52930.3,600291.2,BEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,686519.1,516556,602712.8,127586.6,1384561.8,BEN,ZAF,monocl_Ab
hosp_cases,mcmarcel,8763.3,7306,5805,2475.9,16182.9,BEN,ZAF,monocl_Ab
hosp_cases,own,9030.7,7525.5,5981.5,2554.9,16674.7,BEN,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,810.2,650,590,203,1555.1,BEN,ZAF,monocl_Ab
hosp_cases_averted,own,3877.2,3231,2568.1,1097,7159.3,BEN,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2109874.1,2139273.5,110212.1,1902066.1,2210807.1,BEN,ZAF,monocl_Ab
incremental_cost_0to1y,own,1536389.3,1655328.5,484958.2,635479.4,1994006.4,BEN,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2373.8,1761.6,2136.6,487.7,4734.7,BEN,ZAF,monocl_Ab
net_cost/DALY_averted,own,294.3,212.2,284.1,35,632.7,BEN,ZAF,monocl_Ab
rsv_cases,mcmarcel,99590.8,99592,29.8,99541,99627.1,BEN,ZAF,monocl_Ab
rsv_cases,own,102632.6,102642,332.2,102075,103042,BEN,ZAF,monocl_Ab
rsv_deaths,mcmarcel,193.4,155,146,46,376.1,BEN,ZAF,monocl_Ab
rsv_deaths,own,297.8,236,229.1,70,586,BEN,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,25.2,19,21,5,49,BEN,ZAF,monocl_Ab
rsv_deaths_averted,own,151.1,118,120.3,34,301.1,BEN,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,5566.1,4359.5,4333.1,1319.9,10741.4,BEN,ZAF,monocl_Ab
total_DALY_0to1y,own,16615.8,13128,12849.1,3965,32698,BEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1578.5,1202,1301.4,349,3081.1,BEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,9390.1,7365,7412.7,2192.9,18646.7,BEN,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,604014.6,495412.5,419886.4,164212.4,1132158.2,BEN,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1390899.4,1162667,930582.8,397033,2529451.4,BEN,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,151360,121960.5,110212.1,38792.2,285325,BEN,ZAF,monocl_Ab
total_medical_cost_averted,own,724844.8,605905.5,484958.2,206907.7,1318182.9,BEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,452948.7,322983,424962.1,82700.1,936227.4,BFA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1039586.8,754001.5,952615.8,196942.7,2120936.6,BFA,ZAF,monocl_Ab
hosp_cases,mcmarcel,16943.3,14127,11223.6,4787.9,31299.1,BFA,ZAF,monocl_Ab
hosp_cases,own,17358.6,14471.5,11497.6,4909.9,32046.5,BFA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1571.3,1260,1144.5,393,3016.2,BFA,ZAF,monocl_Ab
hosp_cases_averted,own,7507.4,6258.5,4972.6,2123,13859.3,BFA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,3857288.4,3928301,265820.9,3351601.8,4092430.3,BFA,ZAF,monocl_Ab
incremental_cost_0to1y,own,2574005.3,2874849,1170895.9,336472.8,3651157.8,BFA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2235.8,1663,2007.1,469.7,4445.8,BFA,ZAF,monocl_Ab
net_cost/DALY_averted,own,251.3,182.3,260.1,13.7,552.2,BFA,ZAF,monocl_Ab
rsv_cases,mcmarcel,192553.1,192556,88.5,192404,192662,BFA,ZAF,monocl_Ab
rsv_cases,own,197277.6,197293,553.9,196346.9,197960.2,BFA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,373.7,299,282.2,88,727.1,BFA,ZAF,monocl_Ab
rsv_deaths,own,571.7,453.5,439.7,135,1126,BFA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,48.8,37,40.6,10,96,BFA,ZAF,monocl_Ab
rsv_deaths_averted,own,292.5,229,232.9,67,583.2,BFA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,10682.9,8363.5,8317.9,2533.8,20621.2,BFA,ZAF,monocl_Ab
total_DALY_0to1y,own,31889.2,25202,24660.9,7608,62746.5,BFA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,3060.9,2330,2524.2,677.9,5973.5,BFA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,18207.6,14277,14373.9,4251.9,36147.6,BFA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1344320.4,1085794.5,1001027.2,337869.8,2515927.2,BFA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,3086307.2,2514203,2226655,797866.9,5661987.3,BFA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,339664.5,268651.5,265820.9,80127.9,646580.9,BFA,ZAF,monocl_Ab
total_medical_cost_averted,own,1622947.6,1322104,1170895.9,419562,2977379.6,BFA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,97026.3,69266,92194.2,16446.9,198051.4,BDI,ZAF,monocl_Ab
