variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib
net_cost/DALY_averted,mcmarcel,1351.6,945.6,1344.1,165,2909.8,ZMB,ZAF
net_cost/DALY_averted,own,-145.9,-85.1,260.8,-569.4,38.7,ZMB,ZAF
rsv_cases,mcmarcel,168023.4,168026,58.6,167924,168095,ZMB,ZAF
rsv_cases,own,171487.1,171505,381.2,170837,171950.1,ZMB,ZAF
rsv_deaths,mcmarcel,316.3,251.5,237.3,76,611,ZMB,ZAF
rsv_deaths,own,484.9,383,372.9,116,925,ZMB,ZAF
rsv_deaths_averted,mcmarcel,30.3,23,26.2,6,60,ZMB,ZAF
rsv_deaths_averted,own,235,184.5,189,53,455,ZMB,ZAF
total_DALY_0to1y,mcmarcel,9153.9,7212.5,7120.6,2201.8,17560.5,ZMB,ZAF
total_DALY_0to1y,own,27399.5,21657.5,21210.9,6619.7,52193,ZMB,ZAF
total_DALY_0to1y_averted,mcmarcel,1915.9,1457.5,1641.1,409,3804.3,ZMB,ZAF
total_DALY_0to1y_averted,own,14800.2,11643.5,11805.2,3425.9,28532.7,ZMB,ZAF
total_medical_cost_0to1y,mcmarcel,3256060.1,2749357,2111941.9,1105817.4,5763149.3,ZMB,ZAF
total_medical_cost_0to1y,own,7471618,6381206,4613491.1,2666718,12950750.7,ZMB,ZAF
total_medical_cost_averted,mcmarcel,573127.6,470690.5,405215.4,175735.4,1046181,ZMB,ZAF
total_medical_cost_averted,own,3611354.7,3084312,2229898.9,1288939.4,6259655.6,ZMB,ZAF
cost_rsv_hosp_0to1y,mcmarcel,319024.2,234673.5,291167.4,56953.6,666660.1,ZWE,ZAF
cost_rsv_hosp_0to1y,own,731282.2,540457.5,648399.2,135569.4,1501182.1,ZWE,ZAF
hosp_cases,mcmarcel,10664.8,8989,6915.8,3095.9,19544,ZWE,ZAF
hosp_cases,own,10870.1,9164,7048.2,3157,19872.9,ZWE,ZAF
hosp_cases_averted,mcmarcel,659,530,488.5,164,1257.2,ZWE,ZAF
hosp_cases_averted,own,4141.8,3492,2685.6,1203,7572.2,ZWE,ZAF
incremental_cost_0to1y,mcmarcel,1356523.7,1389623,122142.3,1122705.4,1463982,ZWE,ZAF
incremental_cost_0to1y,own,544005.2,710647,675842.4,-704040.5,1180184.4,ZWE,ZAF
net_cost/DALY_averted,mcmarcel,1843.2,1341.2,1655.2,361.9,3761.8,ZWE,ZAF
net_cost/DALY_averted,own,105,74.8,180.8,-75.1,287.6,ZWE,ZAF
rsv_cases,mcmarcel,124137.2,124138,24.5,124096,124167,ZWE,ZAF
rsv_cases,own,126528.6,126540,243.9,126112.9,126825,ZWE,ZAF
rsv_deaths,mcmarcel,233.6,185.5,175.3,56,451,ZWE,ZAF
rsv_deaths,own,357.7,283,275,86,682,ZWE,ZAF
rsv_deaths_averted,mcmarcel,21.4,16,18.5,4,43,ZWE,ZAF
rsv_deaths_averted,own,166.3,130.5,133.7,38,322,ZWE,ZAF
total_DALY_0to1y,mcmarcel,6617.6,5214,5147.4,1591,12697,ZWE,ZAF
total_DALY_0to1y,own,19807.6,15657,15331.6,4788.7,37729.4,ZWE,ZAF
total_DALY_0to1y_averted,mcmarcel,1329.2,1011,1138.6,284,2640.1,ZWE,ZAF
total_DALY_0to1y_averted,own,10267.2,8078.5,8188.5,2376.9,19796.9,ZWE,ZAF
total_medical_cost_0to1y,mcmarcel,912935.2,740863,670658.1,234321,1709830.6,ZWE,ZAF
total_medical_cost_0to1y,own,2085254.8,1725856.5,1457595.1,550733.3,3833583.6,ZWE,ZAF
total_medical_cost_averted,mcmarcel,154350.7,121251,122142.2,37005.7,294470.8,ZWE,ZAF
total_medical_cost_averted,own,966869.1,800227,675842.4,255357.7,1777516.1,ZWE,ZAF
cost_rsv_hosp_0to1y,mcmarcel,836701.5,620712.5,724312,152834.5,1715278.4,SSD,ZAF
cost_rsv_hosp_0to1y,own,1931289.8,1454604,1635960,365684.4,3962994.6,SSD,ZAF
hosp_cases,mcmarcel,9083.6,7657,5890.3,2637,16638,SSD,ZAF
hosp_cases,own,9367.6,7886,6073.4,2722.9,17115.8,SSD,ZAF
hosp_cases_averted,mcmarcel,311.9,251,231,78,595,SSD,ZAF
hosp_cases_averted,own,1965.8,1655,1274.5,571,3592,SSD,ZAF
incremental_cost_0to1y,mcmarcel,496624.3,533243,147020.9,237200.4,625740.8,SSD,ZAF
incremental_cost_0to1y,own,-487076.5,-291134.5,826460.6,-1981924.4,284001.5,SSD,ZAF
net_cost/DALY_averted,mcmarcel,1544,1086.9,1551.3,190.6,3322.2,SSD,ZAF
net_cost/DALY_averted,own,-125.4,-61.6,400.2,-623.6,119.7,SSD,ZAF
rsv_cases,mcmarcel,105732.4,105735,55.2,105639,105800,SSD,ZAF
rsv_cases,own,109040.8,109056,383.5,108391,109510,SSD,ZAF
rsv_deaths,mcmarcel,199.3,158,149.6,48,385,SSD,ZAF
rsv_deaths,own,309,244,237.7,74,589,SSD,ZAF
rsv_deaths_averted,mcmarcel,10.1,8,8.8,2,20,SSD,ZAF
rsv_deaths_averted,own,79,62,63.5,18,153,SSD,ZAF
total_DALY_0to1y,mcmarcel,5527.4,4357,4294.3,1334.8,10588.1,SSD,ZAF
total_DALY_0to1y,own,16548.7,13085,12802.4,4002.9,31552.5,SSD,ZAF
total_DALY_0to1y_averted,mcmarcel,607.7,462,519.7,130,1203.4,SSD,ZAF
total_DALY_0to1y_averted,own,4695.3,3696,3742.7,1090,9053.2,SSD,ZAF
total_medical_cost_0to1y,mcmarcel,1991219.1,1641343,1466111.6,503508.5,3644090,SSD,ZAF
total_medical_cost_0to1y,own,4591894.7,3822000,3247326.8,1230411,8370026.1,SSD,ZAF
total_medical_cost_averted,mcmarcel,184959,148340.5,147020.9,41777.8,349338,SSD,ZAF
total_medical_cost_averted,own,1168659.8,972718,826460.6,313145.3,2130212.7,SSD,ZAF
cost_rsv_hosp_0to1y,mcmarcel,5821995.2,4284210,5387335.9,1093577.3,12177001.7,AGO,KEN
cost_rsv_hosp_0to1y,own,11376509.7,8461277.5,10163809.5,2168539.1,23230360.1,AGO,KEN
hosp_cases,mcmarcel,24880.2,20542.5,16540,7204.9,46185.6,AGO,KEN
hosp_cases,own,25407.1,20974,16888.3,7360.2,47182,AGO,KEN
hosp_cases_averted,mcmarcel,944.9,753,709.3,240,1800,AGO,KEN
hosp_cases_averted,own,4518.7,3730,3003.6,1308.8,8391.5,AGO,KEN
incremental_cost_0to1y,mcmarcel,619215.1,928318.5,1169331.3,-1565541.5,1638266.5,AGO,KEN
incremental_cost_0to1y,own,-5066901.9,-3817091.5,5078977.6,-14440043.9,-426867.1,AGO,KEN
net_cost/DALY_averted,mcmarcel,817.4,539.1,1595.8,-757.6,2366.6,AGO,KEN
net_cost/DALY_averted,own,-642.7,-373.1,1018,-2149.3,-52.4,AGO,KEN
rsv_cases,mcmarcel,284795.4,284798,94.4,284635,284913,AGO,KEN
rsv_cases,own,290829.4,290864,874.7,289329,291906.1,AGO,KEN
rsv_deaths,mcmarcel,551.2,430,415.9,133,1092.2,AGO,KEN
rsv_deaths,own,765.9,604.5,585,181,1491.1,AGO,KEN
rsv_deaths_averted,mcmarcel,30.8,23,26.2,6,62,AGO,KEN
rsv_deaths_averted,own,180.4,139,145.8,41,352,AGO,KEN
total_DALY_0to1y,mcmarcel,15960.4,12533,12388.1,3769.8,31426,AGO,KEN
total_DALY_0to1y,own,39036.5,30464.5,30213.5,9397.7,75123.9,AGO,KEN
total_DALY_0to1y_averted,mcmarcel,1945.3,1473,1641.4,413,3903.3,AGO,KEN
total_DALY_0to1y_averted,own,11314.1,8726,9068.3,2626.5,21970,AGO,KEN
total_medical_cost_0to1y,mcmarcel,14522749.7,11753079,10618515.4,3799954.4,27281000.9,AGO,KEN
total_medical_cost_0to1y,own,28416865.8,23473271,20089770.6,7822475.7,52834512.8,AGO,KEN
total_medical_cost_averted,mcmarcel,1498067.8,1188964.5,1169331.3,360124.2,2888415.4,AGO,KEN
total_medical_cost_averted,own,7184184.8,5934374,5078977.6,1977632.7,13357310.8,AGO,KEN
cost_rsv_hosp_0to1y,mcmarcel,295130.8,217847,273531.7,57060.9,588419.3,BEN,KEN
cost_rsv_hosp_0to1y,own,576923.8,432315.5,517175,114119.7,1145929,BEN,KEN
hosp_cases,mcmarcel,8700.4,7183.5,5783.9,2519,16151.2,BEN,KEN
hosp_cases,own,8895.8,7344,5913.1,2576.8,16520.1,BEN,KEN
hosp_cases_averted,mcmarcel,553.8,441,415.7,141,1055,BEN,KEN
hosp_cases_averted,own,2649.2,2187,1760.9,767.9,4919.4,BEN,KEN
incremental_cost_0to1y,mcmarcel,1062182.4,1081582,78075.7,915092.2,1131675.4,BEN,KEN
incremental_cost_0to1y,own,668950.3,751538,333681.8,36780.2,981908,BEN,KEN
net_cost/DALY_averted,mcmarcel,1720.4,1252.1,1607.6,332.4,3491.1,BEN,KEN
net_cost/DALY_averted,own,192.1,137.2,212.1,3.3,420,BEN,KEN
rsv_cases,mcmarcel,99591,99592,29.3,99541,99627,BEN,KEN
rsv_cases,own,101828.1,101840.5,324.4,101273,102227.1,BEN,KEN
rsv_deaths,mcmarcel,192.8,150.5,145.5,47,382,BEN,KEN
rsv_deaths,own,268.3,212,204.9,63,522,BEN,KEN
rsv_deaths_averted,mcmarcel,18.1,14,15.4,4,36,BEN,KEN
rsv_deaths_averted,own,105.8,81,85.5,24,206,BEN,KEN
total_DALY_0to1y,mcmarcel,5537.7,4349,4297.5,1308.9,10902.5,BEN,KEN
total_DALY_0to1y,own,13544.8,10572,10482.4,3260.6,26067.7,BEN,KEN
total_DALY_0to1y_averted,mcmarcel,1128.8,855,952.2,240,2264.7,BEN,KEN
total_DALY_0to1y_averted,own,6565.5,5062.5,5261.8,1524.7,12745.7,BEN,KEN
total_medical_cost_0to1y,mcmarcel,600591.1,500039.5,419772.7,165725.9,1105094.1,BEN,KEN
total_medical_cost_0to1y,own,1175000.6,979746,788893.9,344426.4,2124037.1,BEN,KEN
total_medical_cost_averted,mcmarcel,103762.8,84363,78075.7,26652.2,195055.8,BEN,KEN
total_medical_cost_averted,own,496994.9,414407.5,333681.8,145683.2,898412.6,BEN,KEN
cost_rsv_hosp_0to1y,mcmarcel,447833.6,328842,415674.9,76726.6,916418.4,BFA,KEN
cost_rsv_hosp_0to1y,own,874406.6,649119.5,792758.6,156718.8,1740403.4,BFA,KEN
hosp_cases,mcmarcel,16821.8,13889,11182.9,4870.9,31220.6,BFA,KEN
hosp_cases,own,17125.2,14136.5,11383.4,4960.4,31801.5,BFA,KEN
hosp_cases_averted,mcmarcel,1073.4,855,805.9,273,2045,BFA,KEN
hosp_cases_averted,own,5127.8,4233,3408.5,1485.8,9522.4,BFA,KEN
incremental_cost_0to1y,mcmarcel,1911157.2,1961506,186615.3,1581251.8,2072590.4,BFA,KEN
incremental_cost_0to1y,own,1030974.5,1232117,800642.2,-474859.3,1762042.1,BFA,KEN
net_cost/DALY_averted,mcmarcel,1592.7,1159.8,1482.7,310,3257,BFA,KEN
net_cost/DALY_averted,own,149.1,110.3,198.8,-33.7,357.4,BFA,KEN
rsv_cases,mcmarcel,192553.7,192557,87.1,192404,192661,BFA,KEN
rsv_cases,own,196027.7,196049,541.6,195100,196694.1,BFA,KEN
rsv_deaths,mcmarcel,372.5,291,281,90,738.2,BFA,KEN
rsv_deaths,own,515.6,407,393.8,122,1003.1,BFA,KEN
rsv_deaths_averted,mcmarcel,35,26,29.8,7,71,BFA,KEN
rsv_deaths_averted,own,204.7,158,165.4,46,399,BFA,KEN
total_DALY_0to1y,mcmarcel,10628.2,8346,8249.3,2510.9,20928.2,BFA,KEN
total_DALY_0to1y,own,25995.1,20284,20118.1,6263.8,50016.8,BFA,KEN
total_DALY_0to1y_averted,mcmarcel,2188.8,1657,1847,465,4393.1,BFA,KEN
total_DALY_0to1y_averted,own,12730.6,9820.5,10203,2955.5,24726.9,BFA,KEN
total_medical_cost_0to1y,mcmarcel,1337523.3,1076337.5,998931.8,335971.5,2537850.4,BFA,KEN
total_medical_cost_0to1y,own,2609613.8,2137981.5,1877318,679435.4,4868649.5,BFA,KEN
total_medical_cost_averted,mcmarcel,232770.5,182421,186615.3,54505.8,455514.9,BFA,KEN
total_medical_cost_averted,own,1112953.1,911810,800642.2,289767,2076390.8,BFA,KEN
cost_rsv_hosp_0to1y,mcmarcel,95748.1,69232,90246.2,16459.7,197281.2,BDI,KEN
cost_rsv_hosp_0to1y,own,187773.5,137259,172566.7,33270.8,387795,BDI,KEN
hosp_cases,mcmarcel,9316.3,7692,6193.3,2697.9,17290.4,BDI,KEN
hosp_cases,own,9546.6,7880,6345.5,2765.7,17728.1,BDI,KEN
hosp_cases_averted,mcmarcel,570.7,455,428.2,145,1087,BDI,KEN
hosp_cases_averted,own,2732.2,2255.5,1816,791.9,5073.4,BDI,KEN
incremental_cost_0to1y,mcmarcel,1173995.9,1185555,45176.1,1091989.2,1213880.7,BDI,KEN
incremental_cost_0to1y,own,958855.6,1007664,196249,599121.1,1141309.2,BDI,KEN
net_cost/DALY_averted,mcmarcel,1890,1388.6,1725.2,399.7,3788.6,BDI,KEN
net_cost/DALY_averted,own,254.9,190.4,232.1,47.4,512.7,BDI,KEN
rsv_cases,mcmarcel,106640.5,106642,48.7,106557,106701,BDI,KEN
rsv_cases,own,109277.9,109292,400.7,108593,109773,BDI,KEN
rsv_deaths,mcmarcel,206.6,161,155.8,50,409.1,BDI,KEN
rsv_deaths,own,288.1,227,220.1,68,561,BDI,KEN
rsv_deaths_averted,mcmarcel,18.6,14,15.8,4,38,BDI,KEN
rsv_deaths_averted,own,109.1,84,88.2,25,213,BDI,KEN
total_DALY_0to1y,mcmarcel,5723.3,4495.5,4438.7,1354.9,11262.1,BDI,KEN
total_DALY_0to1y,own,14000.4,10931,10831,3369.9,26946,BDI,KEN
total_DALY_0to1y_averted,mcmarcel,1118.6,847.5,943,238,2243.6,BDI,KEN
total_DALY_0to1y_averted,own,6506.6,5017,5212.8,1511.8,12634.7,BDI,KEN
total_medical_cost_0to1y,mcmarcel,341211.5,277701.5,254665.7,82308.6,645163.9,BDI,KEN
total_medical_cost_0to1y,own,669295.2,549051.5,483476.6,166191.9,1270600.9,BDI,KEN
total_medical_cost_averted,mcmarcel,56534.7,44975.5,45176.1,12442.8,108948.6,BDI,KEN
total_medical_cost_averted,own,271675,222867,196249,67459.7,515752.5,BDI,KEN
cost_rsv_hosp_0to1y,mcmarcel,1073334.9,775123.5,1012666.8,184738.4,2217319.6,CMR,KEN
cost_rsv_hosp_0to1y,own,2095086.2,1546205.5,1899072.6,369306.8,4298930.3,CMR,KEN
hosp_cases,mcmarcel,19094.5,15765,12693.7,5528.9,35441.6,CMR,KEN
hosp_cases,own,19479.5,16080,12948.2,5643.4,36174.2,CMR,KEN
hosp_cases_averted,mcmarcel,873.6,696,655.8,222,1664,CMR,KEN
hosp_cases_averted,own,4176.7,3448,2776.3,1209.9,7756.4,CMR,KEN
incremental_cost_0to1y,mcmarcel,1526408.2,1572040,180873.7,1182391.9,1691128.8,CMR,KEN
incremental_cost_0to1y,own,595784,784046,770777,-869998.5,1341193.5,CMR,KEN
net_cost/DALY_averted,mcmarcel,1627.3,1174.7,1558.8,292.3,3317.6,CMR,KEN
net_cost/DALY_averted,own,131.1,88.5,204.9,-68.2,345.7,CMR,KEN
rsv_cases,mcmarcel,218567.7,218570,87.4,218419,218677,CMR,KEN
rsv_cases,own,222977.2,223003.5,656.1,221852,223785,CMR,KEN
rsv_deaths,mcmarcel,423,330,319.1,102,838.2,CMR,KEN
rsv_deaths,own,587,463,448.3,139,1143,CMR,KEN
rsv_deaths_averted,mcmarcel,28.5,21,24.2,6,58,CMR,KEN
rsv_deaths_averted,own,166.8,128,134.8,38,325,CMR,KEN
total_DALY_0to1y,mcmarcel,11828.4,9289.5,9177.9,2796.8,23286.6,CMR,KEN
total_DALY_0to1y,own,28931.9,22580,22386.1,6972.9,55666.7,CMR,KEN
total_DALY_0to1y_averted,mcmarcel,1740.1,1318,1467.9,370,3491.1,CMR,KEN
total_DALY_0to1y_averted,own,10120.7,7806,8109.6,2351.6,19651.5,CMR,KEN
total_medical_cost_0to1y,mcmarcel,1974822.4,1640011,1348067.1,546393,3659707,CMR,KEN
total_medical_cost_0to1y,own,3857822.5,3240533,2527291.7,1096339.9,6958888.7,CMR,KEN
total_medical_cost_averted,mcmarcel,245939.9,200308,180873.7,63531.8,465629.1,CMR,KEN
total_medical_cost_averted,own,1176564.2,988302.5,770777,334363.2,2122331.4,CMR,KEN
cost_rsv_hosp_0to1y,mcmarcel,79680.5,57357.5,74015.5,13696.2,164551.4,CAF,KEN
cost_rsv_hosp_0to1y,own,156415.4,113415.5,141380.6,28433.4,324778.2,CAF,KEN
hosp_cases,mcmarcel,3156.6,2606,2098.4,914,5858.1,CAF,KEN
hosp_cases,own,3251.4,2684.5,2161.1,941.9,6037.4,CAF,KEN
hosp_cases_averted,mcmarcel,130.1,104,97.6,33,248,CAF,KEN
hosp_cases_averted,own,623.9,515,414.7,181,1159,CAF,KEN
incremental_cost_0to1y,mcmarcel,273058.4,276196,11916.2,250015.7,283969.3,CAF,KEN
incremental_cost_0to1y,own,210473.9,222430,50198.8,113871.9,259271.1,CAF,KEN
net_cost/DALY_averted,mcmarcel,2064.7,1514.6,1893.6,421.9,4148.2,CAF,KEN
net_cost/DALY_averted,own,271.2,198,256.2,39.7,559,CAF,KEN
rsv_cases,mcmarcel,36132.4,36133,19.1,36100,36156,CAF,KEN
rsv_cases,own,37217.9,37223.5,163.9,36938,37421,CAF,KEN
rsv_deaths,mcmarcel,70.1,55,52.8,17,139,CAF,KEN
rsv_deaths,own,98.3,78,75.1,23,192,CAF,KEN
rsv_deaths_averted,mcmarcel,4.2,3,3.6,1,9,CAF,KEN
rsv_deaths_averted,own,24.9,19,20.1,6,49,CAF,KEN
total_DALY_0to1y,mcmarcel,1836.9,1443.5,1423.2,436,3612.3,CAF,KEN
total_DALY_0to1y,own,4494.3,3509.5,3474.6,1083.9,8649.1,CAF,KEN
total_DALY_0to1y_averted,mcmarcel,239.4,181.5,201.6,51,480,CAF,KEN
total_DALY_0to1y_averted,own,1392.5,1073.5,1114.9,324,2705.1,CAF,KEN
total_medical_cost_0to1y,mcmarcel,148444.6,123710.5,98557,42429.8,271350.4,CAF,KEN
total_medical_cost_0to1y,own,291522.1,247448,185049.5,86313.8,518769.4,CAF,KEN
total_medical_cost_averted,mcmarcel,16497.3,13359.5,11916.2,4224.6,30738.5,CAF,KEN
total_medical_cost_averted,own,79081.8,67125.5,50198.7,23414.9,140728,CAF,KEN
cost_rsv_hosp_0to1y,mcmarcel,377101,270608.5,357181.7,64924.3,786786.1,TCD,KEN
cost_rsv_hosp_0to1y,own,741201,536537,684989.7,132316.9,1536727.1,TCD,KEN
hosp_cases,mcmarcel,12848.3,10608,8541.3,3720.8,23844.5,TCD,KEN
hosp_cases,own,13235,10927,8796.9,3834.7,24580.2,TCD,KEN
hosp_cases_averted,mcmarcel,640.6,510,480.4,163,1219,TCD,KEN
hosp_cases_averted,own,3071.5,2536,2041.5,889.9,5704.3,TCD,KEN
incremental_cost_0to1y,mcmarcel,1270793.9,1289294,72471.6,1129924.4,1335981.3,TCD,KEN
incremental_cost_0to1y,own,905306.7,979162.5,310529.9,318787.8,1202508,TCD,KEN
net_cost/DALY_averted,mcmarcel,1989.8,1459,1841,397.8,4009.6,TCD,KEN
net_cost/DALY_averted,own,246.1,176.2,249.7,26.4,514.5,TCD,KEN
rsv_cases,mcmarcel,147069.7,147073,74.6,146942,147162,TCD,KEN
rsv_cases,own,151498.8,151521,678.5,150342,152338.2,TCD,KEN
rsv_deaths,mcmarcel,285.2,223,215.1,69,565.1,TCD,KEN
rsv_deaths,own,400.2,316,305.8,94,780,TCD,KEN
rsv_deaths_averted,mcmarcel,20.9,16,17.8,4,42,TCD,KEN
rsv_deaths_averted,own,122.7,94,99.2,28,239,TCD,KEN
total_DALY_0to1y,mcmarcel,7357.7,5783,5699,1746.9,14465.5,TCD,KEN
total_DALY_0to1y,own,18002.1,14059,13915.7,4344.5,34643.2,TCD,KEN
total_DALY_0to1y_averted,mcmarcel,1159.8,879.5,976.5,248,2324.4,TCD,KEN
total_DALY_0to1y_averted,own,6747.4,5203,5401.8,1569,13109.2,TCD,KEN
total_medical_cost_0to1y,mcmarcel,716196.6,591686,501768.9,192988.9,1332262.4,TCD,KEN
total_medical_cost_0to1y,own,1406917.1,1181788.5,946569.5,397941.2,2564230.1,TCD,KEN
total_medical_cost_averted,mcmarcel,96063.5,77563.5,72471.6,23858.9,181515.4,TCD,KEN
total_medical_cost_averted,own,461550.7,387695.5,310529.9,130548.2,841217.2,TCD,KEN
cost_rsv_hosp_0to1y,mcmarcel,22015.5,15732.5,21387.9,3800.6,45137.9,COM,KEN
cost_rsv_hosp_0to1y,own,42979,31017.5,40628.3,7471.8,87609.8,COM,KEN
hosp_cases,mcmarcel,624.3,515,415,181,1159,COM,KEN
hosp_cases,own,635.4,525,422.4,184,1180,COM,KEN
hosp_cases_averted,mcmarcel,38.2,30,28.7,10,73,COM,KEN
hosp_cases_averted,own,182.6,151,121.4,53,339,COM,KEN
incremental_cost_0to1y,mcmarcel,64097,65833.5,6638.4,51293.7,70252,COM,KEN
incremental_cost_0to1y,own,29878.1,37117,28466.4,-24203.3,57408,COM,KEN
net_cost/DALY_averted,mcmarcel,1469.9,1063,1389.1,279.8,2990.4,COM,KEN
net_cost/DALY_averted,own,128.3,88.2,179,-42.5,320.4,COM,KEN
rsv_cases,mcmarcel,7145.9,7146,1.7,7143,7148,COM,KEN
rsv_cases,own,7273.3,7274,16.9,7244,7294,COM,KEN
rsv_deaths,mcmarcel,13.8,11,10.4,3,27,COM,KEN
rsv_deaths,own,19.1,15,14.6,5,37,COM,KEN
rsv_deaths_averted,mcmarcel,1.2,1,1.1,0,3,COM,KEN
rsv_deaths_averted,own,7.3,6,5.9,2,14,COM,KEN
total_DALY_0to1y,mcmarcel,406.6,319,315.8,96,801,COM,KEN
total_DALY_0to1y,own,994.4,776,769.8,239,1913.1,COM,KEN
total_DALY_0to1y_averted,mcmarcel,80.3,61,67.8,17,161.1,COM,KEN
total_DALY_0to1y_averted,own,467.1,360,374.4,108,907.1,COM,KEN
total_medical_cost_0to1y,mcmarcel,54138.2,44760.5,37005.8,14463.8,100428.7,COM,KEN
total_medical_cost_0to1y,own,105697.3,88012,69544.8,29581,192342.8,COM,KEN
total_medical_cost_averted,mcmarcel,9045.6,7308.5,6638.4,2205.9,17277.2,COM,KEN
total_medical_cost_averted,own,43264.5,36025.5,28466.4,12107.6,78730.4,COM,KEN
cost_rsv_hosp_0to1y,mcmarcel,342718.5,253313,307503.9,65143.8,684236.8,COG,KEN
cost_rsv_hosp_0to1y,own,665871.9,498114,576745.5,129632,1343488,COG,KEN
hosp_cases,mcmarcel,4037,3332.5,2683.7,1169,7495.1,COG,KEN
hosp_cases,own,4088.6,3376.5,2717.9,1183.9,7591,COG,KEN
hosp_cases_averted,mcmarcel,213.6,170,160.5,54,407,COG,KEN
hosp_cases_averted,own,1018.8,841,677.2,294.9,1891,COG,KEN
incremental_cost_0to1y,mcmarcel,332093.1,353023.5,83658.7,177245.9,408176,COG,KEN
incremental_cost_0to1y,own,-85581.3,-4066.5,342454.2,-757729.6,249829.5,COG,KEN
net_cost/DALY_averted,mcmarcel,1371.1,977.6,1387.2,173.6,2892.5,COG,KEN
net_cost/DALY_averted,own,-16.1,-1.6,274.3,-355.4,201.2,COG,KEN
rsv_cases,mcmarcel,46209.7,46210,10.6,46191,46223,COG,KEN
rsv_cases,own,46801.1,46805,83.4,46657,46904,COG,KEN
rsv_deaths,mcmarcel,89.3,70,67.4,22,177,COG,KEN
rsv_deaths,own,122.9,97,93.8,29,239,COG,KEN
rsv_deaths_averted,mcmarcel,7,5,5.9,1,14,COG,KEN
rsv_deaths_averted,own,40.7,31,32.9,9,79,COG,KEN
total_DALY_0to1y,mcmarcel,2682.8,2106.5,2084.4,632,5286.1,COG,KEN
total_DALY_0to1y,own,6560.1,5118,5079.8,1575.8,12622,COG,KEN
total_DALY_0to1y_averted,mcmarcel,462.3,350,390.5,98,929.1,COG,KEN
total_DALY_0to1y_averted,own,2688.1,2074,2155.5,622.9,5219.6,COG,KEN
total_medical_cost_0to1y,mcmarcel,766184,638967.5,524753.7,210074.3,1406597,COG,KEN
total_medical_cost_0to1y,own,1486176.7,1257262,961699.4,420616.3,2667500,COG,KEN
total_medical_cost_averted,mcmarcel,111542.3,90611.5,83658.7,28017.6,210889.1,COG,KEN
total_medical_cost_averted,own,529216.7,447702,342454.2,149778.2,949877.3,COG,KEN
cost_rsv_hosp_0to1y,mcmarcel,916083.3,663342,843369.1,164056.1,1906632.7,CIV,KEN
cost_rsv_hosp_0to1y,own,1787186.1,1314821,1591661.8,335245.7,3693817.3,CIV,KEN
hosp_cases,mcmarcel,17477.8,14431,11619,5060.9,32440.5,CIV,KEN
hosp_cases,own,17811.8,14702.5,11839.7,5159.5,33076.7,CIV,KEN
hosp_cases_averted,mcmarcel,1083.1,863,813.2,274.9,2063,CIV,KEN
hosp_cases_averted,own,5176.6,4273,3441,1499.8,9613.4,CIV,KEN
incremental_cost_0to1y,mcmarcel,2165076.1,2232418.5,254394.1,1678444.2,2392824.8,CIV,KEN
incremental_cost_0to1y,own,880059.5,1141788,1077264.2,-1262257.6,1904766,CIV,KEN
net_cost/DALY_averted,mcmarcel,2003.9,1455.9,1905.7,365.4,4082.6,CIV,KEN
net_cost/DALY_averted,own,158.8,111.4,262.4,-96.9,427.8,CIV,KEN
rsv_cases,mcmarcel,200062.5,200066,82.2,199921.9,200164,CIV,KEN
rsv_cases,own,203887.1,203909,576.7,202900.8,204599.1,CIV,KEN
rsv_deaths,mcmarcel,387.1,302,292,93,767.1,CIV,KEN
rsv_deaths,own,536.5,423.5,409.7,127,1044.1,CIV,KEN
rsv_deaths_averted,mcmarcel,35.3,27,30.1,7,71,CIV,KEN
rsv_deaths_averted,own,206.7,159,167,47,403,CIV,KEN
total_DALY_0to1y,mcmarcel,9970.2,7832.5,7729.3,2364.8,19619.2,CIV,KEN
total_DALY_0to1y,own,24389.8,19038,18857.1,5892.9,46905.3,CIV,KEN
total_DALY_0to1y_averted,mcmarcel,1991,1508,1678.4,424,3994.9,CIV,KEN
total_DALY_0to1y_averted,own,11579.8,8934,9272.5,2696.5,22480.4,CIV,KEN
total_medical_cost_0to1y,mcmarcel,2013443.3,1652306.5,1396968.9,582661.4,3747453.7,CIV,KEN
total_medical_cost_0to1y,own,3928378.9,3295730,2603957.8,1166628.9,7242470.6,CIV,KEN
total_medical_cost_averted,mcmarcel,340164.1,272822,254394.1,88636.9,650503.2,CIV,KEN
total_medical_cost_averted,own,1625180.7,1363452,1077264.2,482637,2996229.4,CIV,KEN
cost_rsv_hosp_0to1y,mcmarcel,646597.3,463104.5,628047.2,113387.4,1318445.6,COD,KEN
cost_rsv_hosp_0to1y,own,1264491,925800.5,1195182.3,232333.4,2613123.2,COD,KEN
hosp_cases,mcmarcel,68353.1,56435.5,45439.9,19793.5,126859.5,COD,KEN
hosp_cases,own,69906.7,57706.5,46466.9,20252.8,129818.4,COD,KEN
hosp_cases_averted,mcmarcel,4128.4,3289,3098.4,1048.9,7862.2,COD,KEN
hosp_cases_averted,own,19753.9,16306.5,13130.4,5723.4,36683.4,COD,KEN
incremental_cost_0to1y,mcmarcel,8777957.7,8864412.5,306063.6,8208238.2,9045700.6,COD,KEN
incremental_cost_0to1y,own,7289164.3,7652291,1363679.6,4712119.8,8528776.2,COD,KEN
