"config_tag","scenario","intervention","efficacy_maternal","efficacy_infant","dur_protection_maternal","dur_protection_infant","price_mAb_sens_factor","year","country_iso","coverage_maternal","coverage_infant"
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SLB",0,0.8
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SLB",0.8,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SLB",0,0.8
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SLE",0.92,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SLE",0,0.92
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SLE",0.92,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SLE",0,0.92
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SLE",0.92,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SLE",0,0.92
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SLE",0.92,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SLE",0,0.92
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SLE",0.92,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SLE",0,0.92
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SLE",0.92,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SLE",0,0.92
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SLE",0.92,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SLE",0,0.92
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SOM",0.59,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SOM",0,0.59
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SOM",0.59,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SOM",0,0.59
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SOM",0.59,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SOM",0,0.59
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SOM",0.59,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SOM",0,0.59
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SOM",0.59,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SOM",0,0.59
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SOM",0.59,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SOM",0,0.59
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SOM",0.59,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SOM",0,0.59
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SSD",0.52,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SSD",0,0.52
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SSD",0.52,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SSD",0,0.52
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SSD",0.52,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SSD",0,0.52
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SSD",0.52,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SSD",0,0.52
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SSD",0.52,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SSD",0,0.52
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SSD",0.52,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SSD",0,0.52
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SSD",0.52,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SSD",0,0.52
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"STP",0.92,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"STP",0,0.92
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"STP",0.92,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"STP",0,0.92
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"STP",0.92,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"STP",0,0.92
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"STP",0.92,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"STP",0,0.92
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"STP",0.92,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"STP",0,0.92
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"STP",0.92,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"STP",0,0.92
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"STP",0.92,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"STP",0,0.92
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"TCD",0.75,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"TCD",0,0.75
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"TCD",0.75,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"TCD",0,0.75
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"TCD",0.75,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"TCD",0,0.75
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"TCD",0.75,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"TCD",0,0.75
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"TCD",0.75,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"TCD",0,0.75
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"TCD",0.75,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"TCD",0,0.75
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"TCD",0.75,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"TCD",0,0.75
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"TGO",0.79,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"TGO",0,0.79
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"TGO",0.79,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"TGO",0,0.79
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"TGO",0.79,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"TGO",0,0.79
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"TGO",0.79,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"TGO",0,0.79
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"TGO",0.79,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"TGO",0,0.79
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"TGO",0.79,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"TGO",0,0.79
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"TGO",0.79,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"TGO",0,0.79
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"TJK",0.98,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"TJK",0,0.98
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"TJK",0.98,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"TJK",0,0.98
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"TJK",0.98,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"TJK",0,0.98
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"TJK",0.98,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"TJK",0,0.98
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"TJK",0.98,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"TJK",0,0.98
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"TJK",0.98,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"TJK",0,0.98
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"TJK",0.98,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"TJK",0,0.98
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"TLS",0.95,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"TLS",0,0.95
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"TLS",0.95,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"TLS",0,0.95
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"TLS",0.95,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"TLS",0,0.95
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"TLS",0.95,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"TLS",0,0.95
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"TLS",0.95,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"TLS",0,0.95
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"TLS",0.95,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"TLS",0,0.95
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"TLS",0.95,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"TLS",0,0.95
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"TZA",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"TZA",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"TZA",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"TZA",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"TZA",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"TZA",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"TZA",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"TZA",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"TZA",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"TZA",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"TZA",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"TZA",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"TZA",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"TZA",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"UGA",0.94,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"UGA",0,0.94
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"UGA",0.94,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"UGA",0,0.94
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"UGA",0.94,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"UGA",0,0.94
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"UGA",0.94,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"UGA",0,0.94
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"UGA",0.94,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"UGA",0,0.94
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"UGA",0.94,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"UGA",0,0.94
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"UGA",0.94,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"UGA",0,0.94
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"UKR",0.75,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"UKR",0,0.75
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"UKR",0.75,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"UKR",0,0.75
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"UKR",0.75,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"UKR",0,0.75
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"UKR",0.75,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"UKR",0,0.75
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"UKR",0.75,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"UKR",0,0.75
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"UKR",0.75,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"UKR",0,0.75
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"UKR",0.75,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"UKR",0,0.75
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"UZB",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"UZB",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"UZB",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"UZB",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"UZB",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"UZB",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"UZB",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"UZB",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"UZB",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"UZB",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"UZB",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"UZB",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"UZB",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"UZB",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"VNM",0.95,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"VNM",0,0.95
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"VNM",0.95,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"VNM",0,0.95
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"VNM",0.95,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"VNM",0,0.95
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"VNM",0.95,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"VNM",0,0.95
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"VNM",0.95,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"VNM",0,0.95
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"VNM",0.95,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"VNM",0,0.95
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"VNM",0.95,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"VNM",0,0.95
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"YEM",0.73,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"YEM",0,0.73
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"YEM",0.73,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"YEM",0,0.73
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"YEM",0.73,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"YEM",0,0.73
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"YEM",0.73,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"YEM",0,0.73
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"YEM",0.73,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"YEM",0,0.73
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"YEM",0.73,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"YEM",0,0.73
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"YEM",0.73,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"YEM",0,0.73
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"ZMB",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"ZMB",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"ZMB",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"ZMB",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"ZMB",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"ZMB",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"ZMB",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"ZMB",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"ZMB",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"ZMB",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"ZMB",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"ZMB",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"ZMB",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"ZMB",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"ZWE",0.95,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"ZWE",0,0.95
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"ZWE",0.95,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"ZWE",0,0.95
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"ZWE",0.95,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"ZWE",0,0.95
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"ZWE",0.95,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"ZWE",0,0.95
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"ZWE",0.95,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"ZWE",0,0.95
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"ZWE",0.95,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"ZWE",0,0.95
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"ZWE",0.95,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"ZWE",0,0.95
